Importance,Level,Job Zone,Code,Occupation
72,60,5,29-1071.00,Physician Assistants
72,59,4,19-4092.00,Forensic Science Technicians
72,55,2,37-2021.00,Pest Control Workers
71,77,4,11-9121.02,Water Resource Specialists
71,72,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
71,72,5,19-3093.00,Historians
71,71,4,27-2041.00,Music Directors and Composers
71,70,4,17-2141.02,Automotive Engineers
71,69,4,19-1012.00,Food Scientists and Technologists
71,69,4,27-2012.00,Producers and Directors
71,67,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
71,65,5,29-1022.00,Oral and Maxillofacial Surgeons
71,64,3,39-4011.00,Embalmers
71,63,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
71,62,4,13-2023.00,Appraisers and Assessors of Real Estate
71,62,4,15-2051.02,Clinical Data Managers
71,61,3,33-3051.04,Customs and Border Protection Officers
71,61,3,19-4071.00,Forest and Conservation Technicians
71,60,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
71,60,3,29-2099.08,Patient Representatives
71,56,3,11-3012.00,Administrative Services Managers
71,56,2,45-2011.00,Agricultural Inspectors
71,56,4,21-1093.00,Social and Human Service Assistants
71,55,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
71,54,2,53-6031.00,Automotive and Watercraft Service Attendants
71,52,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
71,48,2,49-9052.00,Telecommunications Line Installers and Repairers
70,72,4,13-1161.01,Search Marketing Strategists
70,71,5,25-1082.00,"Library Science Teachers, Postsecondary"
70,69,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
70,69,4,17-1022.01,Geodetic Surveyors
70,65,4,11-9179.01,Fitness and Wellness Coordinators
70,65,4,17-2121.00,Marine Engineers and Naval Architects
70,62,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
70,61,3,47-4011.00,Construction and Building Inspectors
70,60,4,13-2011.00,Accountants and Auditors
70,59,3,11-9199.09,Wind Energy Operations Managers
70,58,4,41-9021.00,Real Estate Brokers
70,55,2,39-6011.00,Baggage Porters and Bellhops
70,55,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
70,51,2,43-9041.00,Insurance Claims and Policy Processing Clerks
70,50,5,29-1215.00,Family Medicine Physicians
69,75,5,19-3041.00,Sociologists
69,74,5,19-1029.03,Geneticists
69,73,5,19-2012.00,Physicists
69,72,5,17-2199.09,Nanosystems Engineers
69,72,4,19-5011.00,Occupational Health and Safety Specialists
69,71,5,25-1064.00,"Geography Teachers, Postsecondary"
69,70,5,29-1224.00,Radiologists
69,69,4,11-3121.00,Human Resources Managers
69,67,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
69,65,2,47-4051.00,Highway Maintenance Workers
69,65,5,29-1171.00,Nurse Practitioners
69,63,3,15-1241.01,Telecommunications Engineering Specialists
69,63,4,53-6051.00,Transportation Inspectors
69,60,5,25-4022.00,Librarians and Media Collections Specialists
69,60,3,23-2011.00,Paralegals and Legal Assistants
69,60,3,33-3052.00,Transit and Railroad Police
69,60,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
69,58,3,47-4011.01,Energy Auditors
69,58,5,29-1051.00,Pharmacists
69,57,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
69,52,2,49-9094.00,Locksmiths and Safe Repairers
68,76,5,15-2041.00,Statisticians
68,73,5,17-2112.01,Human Factors Engineers and Ergonomists
68,71,5,19-3011.01,Environmental Economists
68,71,4,17-2131.00,Materials Engineers
68,69,5,11-9033.00,"Education Administrators, Postsecondary"
68,69,5,29-1241.00,"Ophthalmologists, Except Pediatric"
68,68,3,53-6051.01,Aviation Inspectors
68,68,5,19-2099.01,Remote Sensing Scientists and Technologists
68,67,5,29-1141.04,Clinical Nurse Specialists
68,63,4,29-1125.00,Recreational Therapists
68,62,5,29-1031.00,Dietitians and Nutritionists
68,62,5,21-1013.00,Marriage and Family Therapists
68,61,5,29-1229.06,Sports Medicine Physicians
68,59,4,27-3091.00,Interpreters and Translators
68,57,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
68,55,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
68,52,2,43-4031.00,"Court, Municipal, and License Clerks"
68,49,2,41-9041.00,Telemarketers
68,48,2,43-5041.00,"Meter Readers, Utilities"
67,71,5,19-3092.00,Geographers
67,68,2,39-2011.00,Animal Trainers
67,67,5,15-2041.01,Biostatisticians
67,64,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
67,64,3,33-2011.00,Firefighters
67,63,5,29-1141.02,Advanced Practice Psychiatric Nurses
67,62,5,29-1213.00,Dermatologists
67,61,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
67,61,4,11-3031.00,Financial Managers
67,61,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
67,60,4,17-2199.10,Wind Energy Engineers
67,59,5,29-1221.00,"Pediatricians, General"
67,55,4,27-1021.00,Commercial and Industrial Designers
67,55,3,29-2092.00,Hearing Aid Specialists
67,49,3,17-3022.00,Civil Engineering Technologists and Technicians
67,48,4,13-1071.00,Human Resources Specialists
66,74,5,19-2041.03,Industrial Ecologists
66,69,5,25-1066.00,"Psychology Teachers, Postsecondary"
66,67,5,29-1299.01,Naturopathic Physicians
66,66,4,13-1075.00,Labor Relations Specialists
66,65,4,15-2011.00,Actuaries
66,64,5,25-1081.00,"Education Teachers, Postsecondary"
66,64,4,17-2072.00,"Electronics Engineers, Except Computer"
66,63,4,11-3131.00,Training and Development Managers
66,57,2,11-9131.00,Postmasters and Mail Superintendents
66,54,3,43-3061.00,Procurement Clerks
66,53,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
66,51,3,29-2053.00,Psychiatric Technicians
66,50,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
66,50,3,29-2056.00,Veterinary Technologists and Technicians
66,49,3,43-4131.00,Loan Interviewers and Clerks
65,67,5,29-1229.03,Urologists
65,63,3,31-9092.00,Medical Assistants
65,62,5,19-3034.00,School Psychologists
65,61,4,13-1199.06,Online Merchants
65,60,4,39-9032.00,Recreation Workers
65,58,5,17-2199.06,Microsystems Engineers
65,58,2,17-3029.01,Non-Destructive Testing Specialists
65,58,5,29-1122.00,Occupational Therapists
65,58,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
65,57,4,13-1199.04,Business Continuity Planners
65,57,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
65,56,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
65,55,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
65,55,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
65,53,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
65,53,2,53-1041.00,Aircraft Cargo Handling Supervisors
65,53,2,43-5051.00,Postal Service Clerks
65,52,3,53-2022.00,Airfield Operations Specialists
65,52,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
65,50,4,17-2141.00,Mechanical Engineers
65,49,2,47-3016.00,Helpers--Roofers
65,48,3,31-2011.00,Occupational Therapy Assistants
65,47,2,41-2011.00,Cashiers
65,46,3,31-2012.00,Occupational Therapy Aides
65,44,2,47-4091.00,Segmental Pavers
64,68,5,19-1029.02,Molecular and Cellular Biologists
64,66,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
64,65,4,15-1241.00,Computer Network Architects
64,62,5,29-1222.00,"Physicians, Pathologists"
64,62,5,29-1024.00,Prosthodontists
64,60,3,35-1011.00,Chefs and Head Cooks
64,60,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
64,59,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
64,59,4,27-4032.00,Film and Video Editors
64,59,2,53-5022.00,Motorboat Operators
64,58,5,29-1011.00,Chiropractors
64,58,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
64,56,2,53-3033.00,Light Truck Drivers
64,55,3,27-4031.00,"Camera Operators, Television, Video, and Film"
64,55,2,49-9031.00,Home Appliance Repairers
64,54,3,27-4012.00,Broadcast Technicians
64,54,2,53-3052.00,"Bus Drivers, Transit and Intercity"
64,53,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
64,52,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
64,51,3,29-1292.00,Dental Hygienists
64,48,3,43-6012.00,Legal Secretaries and Administrative Assistants
64,45,2,43-6013.00,Medical Secretaries and Administrative Assistants
63,68,5,25-1032.00,"Engineering Teachers, Postsecondary"
63,67,5,25-1021.00,"Computer Science Teachers, Postsecondary"
63,66,5,15-2031.00,Operations Research Analysts
63,65,4,13-1151.00,Training and Development Specialists
63,63,4,15-1299.08,Computer Systems Engineers/Architects
63,62,4,19-4099.03,Remote Sensing Technicians
63,62,4,17-2112.02,Validation Engineers
63,61,5,25-1011.00,"Business Teachers, Postsecondary"
63,61,4,19-4012.01,Precision Agriculture Technicians
63,60,4,17-2071.00,Electrical Engineers
63,60,5,19-2032.00,Materials Scientists
63,59,5,29-1129.01,Art Therapists
63,59,5,29-2091.00,Orthotists and Prosthetists
63,59,4,17-2199.11,Solar Energy Systems Engineers
63,59,3,27-4014.00,Sound Engineering Technicians
63,55,3,49-9063.00,Musical Instrument Repairers and Tuners
63,53,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
63,48,2,47-2061.00,Construction Laborers
63,47,2,43-9022.00,Word Processors and Typists
63,46,3,53-6041.00,Traffic Technicians
62,71,5,19-1021.00,Biochemists and Biophysicists
62,65,5,25-1067.00,"Sociology Teachers, Postsecondary"
62,63,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
62,60,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
62,58,5,11-9111.00,Medical and Health Services Managers
62,56,3,49-3052.00,Motorcycle Mechanics
62,55,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
62,55,3,39-9041.00,Residential Advisors
62,55,5,29-1127.00,Speech-Language Pathologists
62,55,4,43-9111.00,Statistical Assistants
62,52,4,17-2199.05,Mechatronics Engineers
62,44,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
62,43,2,43-9061.00,"Office Clerks, General"
62,42,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
61,79,5,19-3094.00,Political Scientists
61,71,5,15-2021.00,Mathematicians
61,66,4,17-2031.00,Bioengineers and Biomedical Engineers
61,62,4,15-1299.02,Geographic Information Systems Technologists and Technicians
61,62,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
61,61,5,19-3033.00,Clinical and Counseling Psychologists
61,61,3,19-5012.00,Occupational Health and Safety Technicians
61,60,4,29-1129.02,Music Therapists
61,60,5,29-1161.00,Nurse Midwives
61,56,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
61,55,2,43-5011.00,Cargo and Freight Agents
61,55,4,29-1128.00,Exercise Physiologists
61,55,3,33-1011.00,First-Line Supervisors of Correctional Officers
61,53,3,51-8012.00,Power Distributors and Dispatchers
61,53,3,29-1124.00,Radiation Therapists
61,48,2,49-9011.00,Mechanical Door Repairers
61,45,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
60,65,4,27-2032.00,Choreographers
60,63,5,19-1022.00,Microbiologists
60,60,4,25-2057.00,"Special Education Teachers, Middle School"
60,59,4,17-2011.00,Aerospace Engineers
60,58,5,25-1122.00,"Communications Teachers, Postsecondary"
60,58,4,25-2058.00,"Special Education Teachers, Secondary School"
60,52,3,49-2097.00,Audiovisual Equipment Installers and Repairers
60,52,3,27-3092.00,Court Reporters and Simultaneous Captioners
60,52,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
60,52,3,11-9071.00,Gambling Managers
60,51,4,25-2021.00,"Elementary School Teachers, Except Special Education"
60,51,2,47-2044.00,Tile and Stone Setters
60,50,3,13-2082.00,Tax Preparers
60,49,3,49-9071.00,"Maintenance and Repair Workers, General"
60,49,4,29-1141.00,Registered Nurses
60,48,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
60,48,3,39-1022.00,First-Line Supervisors of Personal Service Workers
60,46,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
60,44,2,41-2021.00,Counter and Rental Clerks
59,73,5,19-3011.00,Economists
59,68,5,13-1111.00,Management Analysts
59,65,4,11-3111.00,Compensation and Benefits Managers
59,64,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
59,64,5,25-1125.00,"History Teachers, Postsecondary"
59,60,3,11-9179.02,Spa Managers
59,55,5,29-1021.00,"Dentists, General"
59,54,3,43-9031.00,Desktop Publishers
59,52,5,29-1223.00,Psychiatrists
59,51,3,17-3011.00,Architectural and Civil Drafters
59,51,2,31-2022.00,Physical Therapist Aides
59,51,5,29-1081.00,Podiatrists
59,49,5,29-1123.00,Physical Therapists
59,47,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
59,47,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
59,44,2,43-5052.00,Postal Service Mail Carriers
59,40,3,51-7031.00,"Model Makers, Wood"
58,65,4,17-2161.00,Nuclear Engineers
58,65,4,27-3043.05,"Poets, Lyricists and Creative Writers"
58,60,2,31-9095.00,Pharmacy Aides
58,60,4,17-2199.07,Photonics Engineers
58,60,4,19-4061.00,Social Science Research Assistants
58,59,5,25-1054.00,"Physics Teachers, Postsecondary"
58,56,5,29-1216.00,General Internal Medicine Physicians
58,56,5,29-1229.02,Hospitalists
58,55,4,13-2031.00,Budget Analysts
58,54,4,15-1299.03,Document Management Specialists
58,53,4,17-2112.00,Industrial Engineers
58,51,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
58,51,2,49-3092.00,Recreational Vehicle Service Technicians
58,50,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
58,49,2,47-4099.03,Weatherization Installers and Technicians
58,48,3,49-9092.00,Commercial Divers
58,48,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
58,48,4,11-3051.00,Industrial Production Managers
58,46,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
58,46,2,47-2231.00,Solar Photovoltaic Installers
58,46,5,29-1131.00,Veterinarians
58,45,3,47-4021.00,Elevator and Escalator Installers and Repairers
58,43,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
58,43,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
58,41,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
58,39,3,43-4141.00,New Accounts Clerks
57,64,2,27-2021.00,Athletes and Sports Competitors
57,60,4,17-2199.08,Robotics Engineers
57,59,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
57,57,2,27-2011.00,Actors
57,56,3,11-3051.06,Hydroelectric Production Managers
57,56,5,29-1041.00,Optometrists
57,54,4,25-4013.00,Museum Technicians and Conservators
57,54,5,29-1218.00,Obstetricians and Gynecologists
57,53,2,53-4041.00,Subway and Streetcar Operators
57,52,3,19-4012.00,Agricultural Technicians
57,51,2,43-9021.00,Data Entry Keyers
57,49,1,47-2043.00,Floor Sanders and Finishers
57,49,3,31-2021.00,Physical Therapist Assistants
57,48,2,43-3071.00,Tellers
57,47,3,31-9097.00,Phlebotomists
57,46,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
57,44,2,47-2132.00,"Insulation Workers, Mechanical"
57,44,3,29-2052.00,Pharmacy Technicians
57,42,2,47-2041.00,Carpet Installers
57,41,2,11-9051.00,Food Service Managers
57,40,4,29-2011.00,Medical and Clinical Laboratory Technologists
56,64,5,25-9031.00,Instructional Coordinators
56,57,5,25-1065.00,"Political Science Teachers, Postsecondary"
56,54,5,21-1014.00,Mental Health Counselors
56,54,2,47-2181.00,Roofers
56,53,5,25-1042.00,"Biological Science Teachers, Postsecondary"
56,50,5,29-9091.00,Athletic Trainers
56,50,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
56,50,3,47-4041.00,Hazardous Materials Removal Workers
56,50,2,47-5081.00,Helpers--Extraction Workers
56,50,3,47-1011.03,Solar Energy Installation Managers
56,48,4,11-3051.03,Biofuels Production Managers
56,47,2,39-2021.00,Animal Caretakers
56,47,5,25-2051.00,"Special Education Teachers, Preschool"
56,46,3,19-4013.00,Food Science Technicians
56,46,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
56,44,4,41-3021.00,Insurance Sales Agents
56,44,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
55,56,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
55,51,3,53-2021.00,Air Traffic Controllers
55,50,5,29-1211.00,Anesthesiologists
55,50,3,29-2099.05,Ophthalmic Medical Technologists
55,48,3,49-9062.00,Medical Equipment Repairers
55,46,4,19-2031.00,Chemists
55,46,2,35-3041.00,"Food Servers, Nonrestaurant"
55,46,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
55,45,2,33-9099.02,Retail Loss Prevention Specialists
55,44,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
54,60,5,17-2141.01,Fuel Cell Engineers
54,57,5,25-1063.00,"Economics Teachers, Postsecondary"
54,54,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
54,53,5,25-1052.00,"Chemistry Teachers, Postsecondary"
54,50,3,53-2012.00,Commercial Pilots
54,49,2,33-9032.00,Security Guards
54,48,1,35-3023.01,Baristas
54,46,2,45-4023.00,Log Graders and Scalers
54,44,3,49-2091.00,Avionics Technicians
54,44,1,45-4022.00,Logging Equipment Operators
54,43,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
54,37,2,43-3041.00,Gambling Cage Workers
54,37,2,53-6021.00,Parking Attendants
54,33,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
53,55,4,15-1212.00,Information Security Analysts
53,53,4,11-9121.01,Clinical Research Coordinators
53,49,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
53,49,2,39-3012.00,Gambling and Sports Book Writers and Runners
