Importance,Level,Job Zone,Code,Occupation
78,63,4,25-2021.00,"Elementary School Teachers, Except Special Education"
77,84,4,17-2041.00,Chemical Engineers
77,78,4,17-2141.02,Automotive Engineers
77,76,5,19-2099.01,Remote Sensing Scientists and Technologists
77,73,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
77,70,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
77,68,5,19-3022.00,Survey Researchers
77,65,4,27-3041.00,Editors
76,83,4,15-1243.00,Database Architects
76,83,4,17-2072.00,"Electronics Engineers, Except Computer"
76,79,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
76,79,4,17-2199.05,Mechatronics Engineers
76,79,5,19-1013.00,Soil and Plant Scientists
76,78,4,33-3021.06,Intelligence Analysts
76,77,4,17-2021.00,Agricultural Engineers
76,77,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
76,76,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
76,74,4,17-2112.00,Industrial Engineers
76,73,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
76,73,5,29-1122.00,Occupational Therapists
76,69,5,25-2059.01,Adapted Physical Education Specialists
76,68,4,11-2011.00,Advertising and Promotions Managers
76,68,4,11-3131.00,Training and Development Managers
76,67,3,17-3013.00,Mechanical Drafters
76,66,4,21-1094.00,Community Health Workers
76,65,4,19-1031.02,Range Managers
76,64,4,21-1021.00,"Child, Family, and School Social Workers"
76,52,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
75,75,5,17-2199.06,Microsystems Engineers
75,74,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
75,74,5,17-2112.01,Human Factors Engineers and Ergonomists
75,74,3,17-3026.00,Industrial Engineering Technologists and Technicians
75,73,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
75,70,4,19-3099.01,Transportation Planners
75,68,3,53-6051.01,Aviation Inspectors
75,68,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
75,68,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
75,66,5,29-9091.00,Athletic Trainers
75,65,4,13-1121.00,"Meeting, Convention, and Event Planners"
75,63,3,51-5111.00,Prepress Technicians and Workers
75,59,4,11-9081.00,Lodging Managers
75,57,3,11-9179.02,Spa Managers
75,56,4,27-2022.00,Coaches and Scouts
74,82,5,25-1066.00,"Psychology Teachers, Postsecondary"
74,79,4,15-1243.01,Data Warehousing Specialists
74,75,5,19-2043.00,Hydrologists
74,72,4,15-1299.02,Geographic Information Systems Technologists and Technicians
74,70,5,25-1011.00,"Business Teachers, Postsecondary"
74,70,4,27-1021.00,Commercial and Industrial Designers
74,69,4,15-1211.01,Health Informatics Specialists
74,68,4,33-3031.00,Fish and Game Wardens
74,68,4,25-2058.00,"Special Education Teachers, Secondary School"
74,67,4,41-9031.00,Sales Engineers
74,66,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
74,65,4,15-1211.00,Computer Systems Analysts
74,65,3,45-4011.00,Forest and Conservation Workers
74,61,3,27-2042.00,Musicians and Singers
74,59,3,47-2152.04,Solar Thermal Installers and Technicians
74,51,3,39-6012.00,Concierges
73,77,5,13-2099.01,Financial Quantitative Analysts
73,72,3,53-2021.00,Air Traffic Controllers
73,72,5,19-3094.00,Political Scientists
73,72,3,11-9199.09,Wind Energy Operations Managers
73,71,5,25-1052.00,"Chemistry Teachers, Postsecondary"
73,71,3,17-3027.00,Mechanical Engineering Technologists and Technicians
73,71,5,21-1023.00,Mental Health and Substance Abuse Social Workers
73,70,4,11-9161.00,Emergency Management Directors
73,69,5,19-2041.02,Environmental Restoration Planners
73,68,2,39-2011.00,Animal Trainers
73,67,5,29-1141.04,Clinical Nurse Specialists
73,67,3,49-9071.00,"Maintenance and Repair Workers, General"
73,66,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
73,66,4,11-3071.04,Supply Chain Managers
73,63,3,51-6092.00,Fabric and Apparel Patternmakers
73,62,5,25-4022.00,Librarians and Media Collections Specialists
73,62,5,29-1123.00,Physical Therapists
73,57,4,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
72,79,4,15-1241.00,Computer Network Architects
72,77,5,19-2041.03,Industrial Ecologists
72,76,5,19-3011.01,Environmental Economists
72,75,4,19-1012.00,Food Scientists and Technologists
72,74,5,19-3032.00,Industrial-Organizational Psychologists
72,70,5,11-1011.00,Chief Executives
72,67,5,11-9121.00,Natural Sciences Managers
72,66,3,47-1011.03,Solar Energy Installation Managers
72,66,4,25-2057.00,"Special Education Teachers, Middle School"
72,64,3,39-5011.00,Barbers
72,64,4,17-1021.00,Cartographers and Photogrammetrists
72,63,5,21-2011.00,Clergy
72,60,4,27-3023.00,"News Analysts, Reporters, and Journalists"
72,60,5,29-1127.00,Speech-Language Pathologists
72,59,2,27-1023.00,Floral Designers
72,57,4,11-9151.00,Social and Community Service Managers
71,75,5,15-2041.00,Statisticians
71,72,5,29-1217.00,Neurologists
71,71,4,15-1253.00,Software Quality Assurance Analysts and Testers
71,70,4,17-2112.03,Manufacturing Engineers
71,69,4,27-2012.05,Media Technical Directors/Managers
71,67,3,17-3011.00,Architectural and Civil Drafters
71,67,4,17-2141.00,Mechanical Engineers
71,63,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
71,61,3,41-9022.00,Real Estate Sales Agents
71,59,3,51-9162.00,Computer Numerically Controlled Tool Programmers
71,58,4,29-1141.00,Registered Nurses
70,73,4,15-1242.00,Database Administrators
70,70,5,21-1014.00,Mental Health Counselors
70,68,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
70,67,4,15-2051.01,Business Intelligence Analysts
70,66,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
70,63,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
70,57,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
69,81,5,29-1291.00,Acupuncturists
69,72,4,15-1299.09,Information Technology Project Managers
69,72,4,17-2121.00,Marine Engineers and Naval Architects
69,71,4,13-1081.01,Logistics Engineers
69,70,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
69,68,4,13-1199.05,Sustainability Specialists
69,68,3,51-4111.00,Tool and Die Makers
69,65,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
69,65,3,49-9063.00,Musical Instrument Repairers and Tuners
69,64,3,33-3021.00,Detectives and Criminal Investigators
69,64,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
69,62,3,51-8013.04,Hydroelectric Plant Technicians
69,59,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
68,75,4,11-9121.02,Water Resource Specialists
68,72,4,17-2071.00,Electrical Engineers
68,71,5,19-1041.00,Epidemiologists
68,70,5,19-3092.00,Geographers
68,69,5,25-9031.00,Instructional Coordinators
68,69,5,11-3031.03,Investment Fund Managers
68,68,5,19-1023.00,Zoologists and Wildlife Biologists
68,67,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
68,66,5,29-1299.01,Naturopathic Physicians
68,65,2,47-3016.00,Helpers--Roofers
68,64,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
68,62,4,13-1199.04,Business Continuity Planners
68,62,3,29-2034.00,Radiologic Technologists and Technicians
68,61,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
68,61,2,49-3021.00,Automotive Body and Related Repairers
68,60,4,11-9179.01,Fitness and Wellness Coordinators
68,57,3,39-5094.00,Skincare Specialists
68,56,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
68,55,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
68,55,4,41-9021.00,Real Estate Brokers
68,53,3,29-2053.00,Psychiatric Technicians
68,51,2,39-9011.00,Childcare Workers
67,73,5,23-1011.00,Lawyers
67,71,4,15-2011.00,Actuaries
67,68,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
67,65,3,11-3051.02,Geothermal Production Managers
67,64,4,17-2199.11,Solar Energy Systems Engineers
67,64,3,51-8021.00,Stationary Engineers and Boiler Operators
67,64,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
67,63,3,49-3052.00,Motorcycle Mechanics
67,62,4,11-3121.00,Human Resources Managers
67,56,2,53-1042.01,Recycling Coordinators
67,54,4,21-1093.00,Social and Human Service Assistants
67,47,3,25-2011.00,"Preschool Teachers, Except Special Education"
66,71,4,19-2021.00,Atmospheric and Space Scientists
66,69,5,29-1229.06,Sports Medicine Physicians
66,69,4,17-2051.02,Water/Wastewater Engineers
66,67,5,19-3033.00,Clinical and Counseling Psychologists
66,67,4,17-2081.00,Environmental Engineers
66,67,3,17-3024.01,Robotics Technicians
66,66,5,19-2041.01,Climate Change Policy Analysts
66,65,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
66,65,4,11-3031.01,Treasurers and Controllers
66,64,5,29-1021.00,"Dentists, General"
66,64,5,29-1022.00,Oral and Maxillofacial Surgeons
66,63,4,21-1015.00,Rehabilitation Counselors
66,63,3,15-1241.01,Telecommunications Engineering Specialists
66,62,5,25-9021.00,Farm and Home Management Educators
66,61,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
66,58,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
66,57,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
66,57,3,41-4011.07,Solar Sales Representatives and Assessors
66,55,4,25-3041.00,Tutors
66,54,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
66,49,2,49-9094.00,Locksmiths and Safe Repairers
66,48,2,51-7021.00,Furniture Finishers
66,44,3,29-2051.00,Dietetic Technicians
65,74,4,11-3021.00,Computer and Information Systems Managers
65,66,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
65,65,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
65,64,4,11-3051.04,Biomass Power Plant Managers
65,64,4,13-1081.02,Logistics Analysts
65,64,4,17-2051.01,Transportation Engineers
65,63,3,33-1012.00,First-Line Supervisors of Police and Detectives
65,63,3,31-2011.00,Occupational Therapy Assistants
65,62,4,11-9199.02,Compliance Managers
65,62,4,13-1051.00,Cost Estimators
65,62,5,29-1023.00,Orthodontists
65,60,3,49-9062.00,Medical Equipment Repairers
65,59,3,51-9082.00,Medical Appliance Technicians
65,59,4,25-4013.00,Museum Technicians and Conservators
65,59,5,25-9044.00,"Teaching Assistants, Postsecondary"
65,57,3,51-9071.06,Gem and Diamond Workers
65,54,3,39-1022.00,First-Line Supervisors of Personal Service Workers
65,50,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
65,48,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
65,46,3,47-2022.00,Stonemasons
64,77,2,49-9095.00,Manufactured Building and Mobile Home Installers
64,69,5,15-2041.01,Biostatisticians
64,69,4,17-2051.00,Civil Engineers
64,67,5,29-1229.01,Allergists and Immunologists
64,67,4,15-1212.00,Information Security Analysts
64,67,4,19-4099.03,Remote Sensing Technicians
64,65,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
64,64,4,11-3051.00,Industrial Production Managers
64,62,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
64,62,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
64,62,2,47-2044.00,Tile and Stone Setters
64,60,3,49-3011.00,Aircraft Mechanics and Service Technicians
64,59,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
64,59,4,11-9199.08,Loss Prevention Managers
64,58,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
64,56,4,11-3061.00,Purchasing Managers
64,56,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
64,56,4,27-3042.00,Technical Writers
64,55,4,27-3091.00,Interpreters and Translators
64,54,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
64,53,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
64,52,2,47-2061.00,Construction Laborers
64,52,2,47-2231.00,Solar Photovoltaic Installers
64,49,2,39-9011.01,Nannies
64,46,3,35-2013.00,"Cooks, Private Household"
64,46,2,31-1121.00,Home Health Aides
64,45,2,47-3012.00,Helpers--Carpenters
64,40,1,39-3091.00,Amusement and Recreation Attendants
63,69,5,29-1223.00,Psychiatrists
63,68,4,11-3051.03,Biofuels Production Managers
63,66,4,17-2111.02,Fire-Prevention and Protection Engineers
63,65,4,15-1244.00,Network and Computer Systems Administrators
63,64,3,31-2021.00,Physical Therapist Assistants
63,64,2,51-6093.00,Upholsterers
63,63,5,11-9111.00,Medical and Health Services Managers
63,62,2,51-5112.00,Printing Press Operators
63,61,5,21-1013.00,Marriage and Family Therapists
63,60,2,51-9081.00,Dental Laboratory Technicians
63,60,3,49-9041.00,Industrial Machinery Mechanics
63,59,3,47-4021.00,Elevator and Escalator Installers and Repairers
63,59,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
63,59,5,21-1022.00,Healthcare Social Workers
63,59,4,13-1081.00,Logisticians
63,58,4,19-1031.00,Conservation Scientists
63,58,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
63,58,3,31-2012.00,Occupational Therapy Aides
63,57,4,11-9199.01,Regulatory Affairs Managers
63,56,3,17-3027.01,Automotive Engineering Technicians
63,55,2,41-9012.00,Models
63,54,2,51-9194.00,Etchers and Engravers
63,54,3,43-5061.00,"Production, Planning, and Expediting Clerks"
63,53,2,53-5011.00,Sailors and Marine Oilers
63,38,3,33-3052.00,Transit and Railroad Police
62,68,5,19-1022.00,Microbiologists
62,66,4,11-3031.00,Financial Managers
62,66,5,29-1229.05,Preventive Medicine Physicians
62,65,3,19-4012.00,Agricultural Technicians
62,65,5,29-1024.00,Prosthodontists
62,63,5,29-1171.00,Nurse Practitioners
62,62,4,11-9199.10,Wind Energy Development Managers
62,61,3,11-3012.00,Administrative Services Managers
62,61,5,29-1151.00,Nurse Anesthetists
62,60,2,51-4192.00,"Layout Workers, Metal and Plastic"
62,59,5,29-1161.00,Nurse Midwives
62,56,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
62,53,3,33-9021.00,Private Detectives and Investigators
62,50,3,47-2011.00,Boilermakers
62,45,2,31-1133.00,Psychiatric Aides
61,66,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
61,66,4,17-1022.01,Geodetic Surveyors
61,61,1,47-2043.00,Floor Sanders and Finishers
61,60,3,15-1232.00,Computer User Support Specialists
61,60,3,11-3051.06,Hydroelectric Production Managers
61,60,4,19-5011.00,Occupational Health and Safety Specialists
61,59,3,49-9061.00,Camera and Photographic Equipment Repairers
61,59,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
61,57,3,17-3029.08,Photonics Technicians
61,55,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
61,53,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
61,52,2,47-5081.00,Helpers--Extraction Workers
61,46,2,35-2014.00,"Cooks, Restaurant"
60,69,5,29-1241.00,"Ophthalmologists, Except Pediatric"
60,64,4,19-2031.00,Chemists
60,62,4,13-2052.00,Personal Financial Advisors
60,61,2,27-2021.00,Athletes and Sports Competitors
60,60,4,15-1231.00,Computer Network Support Specialists
60,59,3,51-4062.00,"Patternmakers, Metal and Plastic"
60,58,3,27-4012.00,Broadcast Technicians
60,58,5,29-1011.00,Chiropractors
60,58,2,49-9044.00,Millwrights
60,58,2,47-2072.00,Pile Driver Operators
60,57,3,33-3051.00,Police and Sheriff's Patrol Officers
60,57,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
60,56,4,29-1141.03,Critical Care Nurses
60,54,3,51-9161.00,Computer Numerically Controlled Tool Operators
60,54,5,25-2051.00,"Special Education Teachers, Preschool"
60,54,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
60,52,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
60,52,2,49-9052.00,Telecommunications Line Installers and Repairers
60,48,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
60,48,1,37-3011.00,Landscaping and Groundskeeping Workers
60,46,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
60,46,2,47-4051.00,Highway Maintenance Workers
59,69,4,11-3051.01,Quality Control Systems Managers
59,62,5,29-1211.00,Anesthesiologists
59,61,3,29-1292.00,Dental Hygienists
59,61,5,29-1229.03,Urologists
59,61,4,17-2199.10,Wind Energy Engineers
59,60,2,31-9093.00,Medical Equipment Preparers
59,58,4,13-1199.06,Online Merchants
59,56,3,27-2031.00,Dancers
59,56,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
59,55,4,29-1128.00,Exercise Physiologists
59,55,3,19-4071.00,Forest and Conservation Technicians
59,55,3,29-9093.00,Surgical Assistants
59,54,4,11-9021.00,Construction Managers
59,53,2,51-7011.00,Cabinetmakers and Bench Carpenters
59,52,3,31-9092.00,Medical Assistants
59,50,2,53-7073.00,Wellhead Pumpers
59,49,3,19-4013.00,Food Science Technicians
59,48,2,39-2021.00,Animal Caretakers
59,48,2,43-4151.00,Order Clerks
59,44,2,49-3092.00,Recreational Vehicle Service Technicians
59,43,2,37-2021.00,Pest Control Workers
58,61,5,29-1071.01,Anesthesiologist Assistants
58,61,4,15-2051.02,Clinical Data Managers
58,61,5,29-9099.01,Midwives
58,60,3,19-5012.00,Occupational Health and Safety Technicians
58,60,4,19-4012.01,Precision Agriculture Technicians
58,59,5,29-1031.00,Dietitians and Nutritionists
58,58,2,33-3041.00,Parking Enforcement Workers
58,57,4,13-2011.00,Accountants and Auditors
58,57,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
58,57,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
58,56,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
58,56,3,17-3022.00,Civil Engineering Technologists and Technicians
58,56,2,47-2181.00,Roofers
58,54,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
58,54,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
58,54,4,11-1021.00,General and Operations Managers
58,54,3,31-9099.01,Speech-Language Pathology Assistants
58,53,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
58,53,3,29-2035.00,Magnetic Resonance Imaging Technologists
58,53,1,47-2161.00,Plasterers and Stucco Masons
58,52,4,13-1071.00,Human Resources Specialists
58,51,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
58,51,2,47-2141.00,"Painters, Construction and Maintenance"
58,51,2,33-9099.02,Retail Loss Prevention Specialists
58,49,3,39-9041.00,Residential Advisors
58,49,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
58,47,2,33-9011.00,Animal Control Workers
58,47,2,51-2061.00,Timing Device Assemblers and Adjusters
58,46,1,35-2021.00,Food Preparation Workers
58,43,2,35-3011.00,Bartenders
58,43,2,41-9011.00,Demonstrators and Product Promoters
58,41,2,49-9011.00,Mechanical Door Repairers
57,62,5,29-1222.00,"Physicians, Pathologists"
57,60,4,11-3111.00,Compensation and Benefits Managers
57,58,3,39-4011.00,Embalmers
57,57,5,29-1229.02,Hospitalists
57,57,5,29-1041.00,Optometrists
57,57,2,11-9131.00,Postmasters and Mail Superintendents
57,55,5,29-1181.00,Audiologists
57,54,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
57,53,3,29-1141.01,Acute Care Nurses
57,53,3,47-2111.00,Electricians
57,53,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
57,53,3,39-7012.00,Travel Guides
57,51,4,15-1299.03,Document Management Specialists
57,51,3,33-2021.00,Fire Inspectors and Investigators
57,51,4,13-2072.00,Loan Officers
57,50,5,19-3034.00,School Psychologists
57,49,2,43-9071.00,"Office Machine Operators, Except Computer"
57,49,2,47-4091.00,Segmental Pavers
57,49,2,47-4099.03,Weatherization Installers and Technicians
57,42,3,49-2098.00,Security and Fire Alarm Systems Installers
56,63,2,47-5013.00,"Service Unit Operators, Oil and Gas"
56,62,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
56,59,4,19-4061.00,Social Science Research Assistants
56,58,5,25-4011.00,Archivists
56,56,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
56,54,3,49-9092.00,Commercial Divers
56,54,3,31-1131.00,Nursing Assistants
56,54,5,29-1071.00,Physician Assistants
56,53,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
56,53,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
56,52,3,49-2097.00,Audiovisual Equipment Installers and Repairers
56,52,2,49-9099.01,Geothermal Technicians
56,52,2,47-2132.00,"Insulation Workers, Mechanical"
56,51,3,47-4011.01,Energy Auditors
56,51,5,23-1012.00,Judicial Law Clerks
56,51,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
56,50,4,13-2071.00,Credit Counselors
56,50,2,31-9095.00,Pharmacy Aides
55,63,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
55,58,4,19-4021.00,Biological Technicians
