Importance,Level,Job Zone,Code,Occupation
69,27,2,35-3011.00,Bartenders
68,60,4,29-2011.00,Medical and Clinical Laboratory Technologists
68,59,5,19-1041.00,Epidemiologists
68,58,5,19-3032.00,Industrial-Organizational Psychologists
68,58,5,29-1224.00,Radiologists
68,57,5,19-1029.02,Molecular and Cellular Biologists
68,56,4,15-1299.08,Computer Systems Engineers/Architects
68,53,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
68,53,4,17-1022.00,Surveyors
68,51,4,19-4099.03,Remote Sensing Technicians
68,50,2,51-3092.00,Food Batchmakers
68,48,5,29-1041.00,Optometrists
67,70,5,19-3011.01,Environmental Economists
67,68,5,25-1032.00,"Engineering Teachers, Postsecondary"
67,66,5,19-2043.00,Hydrologists
67,63,4,17-2161.00,Nuclear Engineers
67,59,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
67,56,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
67,56,3,19-5012.00,Occupational Health and Safety Technicians
67,55,4,17-2199.10,Wind Energy Engineers
67,54,3,33-3051.04,Customs and Border Protection Officers
67,54,4,17-2072.00,"Electronics Engineers, Except Computer"
67,53,5,11-9121.00,Natural Sciences Managers
67,51,4,19-1031.02,Range Managers
67,51,3,15-1241.01,Telecommunications Engineering Specialists
67,49,4,11-3051.01,Quality Control Systems Managers
67,48,3,35-1011.00,Chefs and Head Cooks
67,48,4,17-2141.00,Mechanical Engineers
67,47,2,53-7073.00,Wellhead Pumpers
67,43,2,47-2181.00,Roofers
67,42,2,47-4091.00,Segmental Pavers
66,67,5,19-3011.00,Economists
66,62,5,29-1241.00,"Ophthalmologists, Except Pediatric"
66,61,2,47-5013.00,"Service Unit Operators, Oil and Gas"
66,60,5,29-1217.00,Neurologists
66,59,3,53-2012.00,Commercial Pilots
66,59,4,11-3021.00,Computer and Information Systems Managers
66,59,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
66,57,3,19-4051.02,Nuclear Monitoring Technicians
66,57,5,19-3022.00,Survey Researchers
66,55,3,17-3022.00,Civil Engineering Technologists and Technicians
66,53,4,17-2112.03,Manufacturing Engineers
66,53,3,27-4014.00,Sound Engineering Technicians
66,52,4,17-2112.00,Industrial Engineers
66,49,2,51-6093.00,Upholsterers
66,44,2,47-2061.00,Construction Laborers
65,60,4,17-2199.07,Photonics Engineers
65,60,5,15-2041.00,Statisticians
65,60,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
65,58,3,31-9092.00,Medical Assistants
65,57,4,19-5011.00,Occupational Health and Safety Specialists
65,56,5,25-1054.00,"Physics Teachers, Postsecondary"
65,55,1,51-9031.00,"Cutters and Trimmers, Hand"
65,55,5,19-2041.02,Environmental Restoration Planners
65,53,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
65,53,5,11-1011.00,Chief Executives
65,53,4,19-1012.00,Food Scientists and Technologists
65,51,2,49-9099.01,Geothermal Technicians
65,50,2,27-2021.00,Athletes and Sports Competitors
65,50,4,19-2031.00,Chemists
65,50,4,11-1021.00,General and Operations Managers
65,49,2,47-2044.00,Tile and Stone Setters
65,46,3,51-9082.00,Medical Appliance Technicians
65,45,4,13-2031.00,Budget Analysts
65,45,2,17-3029.01,Non-Destructive Testing Specialists
65,43,4,11-2021.00,Marketing Managers
65,40,1,47-2043.00,Floor Sanders and Finishers
65,39,2,47-2041.00,Carpet Installers
64,65,4,11-9121.02,Water Resource Specialists
64,63,4,19-2021.00,Atmospheric and Space Scientists
64,62,5,11-1011.03,Chief Sustainability Officers
64,60,4,17-2051.00,Civil Engineers
64,60,4,15-1241.00,Computer Network Architects
64,59,4,17-2021.00,Agricultural Engineers
64,57,4,17-2051.02,Water/Wastewater Engineers
64,55,3,45-4011.00,Forest and Conservation Workers
64,55,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
64,54,3,29-9093.00,Surgical Assistants
64,53,4,19-4021.00,Biological Technicians
64,52,4,17-2071.00,Electrical Engineers
64,51,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
64,50,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
64,50,3,43-5061.00,"Production, Planning, and Expediting Clerks"
64,48,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
64,48,2,49-3093.00,Tire Repairers and Changers
64,35,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
63,57,3,19-4071.00,Forest and Conservation Technicians
63,57,5,19-1029.03,Geneticists
63,57,3,11-3051.02,Geothermal Production Managers
63,56,3,33-2011.00,Firefighters
63,56,3,13-1041.04,Government Property Inspectors and Investigators
63,55,4,17-1012.00,Landscape Architects
63,55,3,29-1124.00,Radiation Therapists
63,54,3,49-9062.00,Medical Equipment Repairers
63,53,5,19-1029.01,Bioinformatics Scientists
63,52,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
63,52,3,11-3051.06,Hydroelectric Production Managers
63,52,4,17-2199.08,Robotics Engineers
63,49,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
63,49,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
63,48,5,29-1071.01,Anesthesiologist Assistants
63,48,3,49-9071.00,"Maintenance and Repair Workers, General"
63,48,3,29-2056.00,Veterinary Technologists and Technicians
63,48,2,47-4099.03,Weatherization Installers and Technicians
63,47,4,11-3051.00,Industrial Production Managers
63,46,5,29-1021.00,"Dentists, General"
63,45,2,51-2092.00,Team Assemblers
63,44,3,47-4011.01,Energy Auditors
63,44,3,51-6092.00,Fabric and Apparel Patternmakers
63,43,2,53-7064.00,"Packers and Packagers, Hand"
63,42,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
63,31,1,35-2021.00,Food Preparation Workers
62,56,5,17-2199.06,Microsystems Engineers
62,55,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
62,55,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
62,54,5,17-2112.01,Human Factors Engineers and Ergonomists
62,53,5,29-1229.01,Allergists and Immunologists
62,52,5,29-1051.00,Pharmacists
62,51,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
62,49,2,43-4151.00,Order Clerks
62,48,2,47-2021.00,Brickmasons and Blockmasons
62,48,3,33-2021.00,Fire Inspectors and Investigators
62,46,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
62,45,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
62,45,3,11-9179.02,Spa Managers
62,45,3,51-8021.00,Stationary Engineers and Boiler Operators
62,45,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
62,43,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
62,40,3,51-5111.00,Prepress Technicians and Workers
62,39,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
62,37,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
61,62,5,29-1229.06,Sports Medicine Physicians
61,58,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
61,57,3,33-1012.00,First-Line Supervisors of Police and Detectives
61,57,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
61,57,5,29-9099.01,Midwives
61,56,4,17-2199.11,Solar Energy Systems Engineers
61,56,4,11-3071.04,Supply Chain Managers
61,54,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
61,54,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
61,51,5,25-1064.00,"Geography Teachers, Postsecondary"
61,50,4,17-2121.00,Marine Engineers and Naval Architects
61,48,3,29-1292.00,Dental Hygienists
61,48,2,53-1042.01,Recycling Coordinators
61,48,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
61,46,3,51-9162.00,Computer Numerically Controlled Tool Programmers
61,46,4,27-2012.03,Media Programming Directors
61,46,3,49-9081.00,Wind Turbine Service Technicians
61,45,2,51-9011.00,Chemical Equipment Operators and Tenders
61,45,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
61,44,3,29-2051.00,Dietetic Technicians
61,43,2,47-2031.00,Carpenters
61,39,2,35-2014.00,"Cooks, Restaurant"
60,62,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
60,61,4,33-3021.06,Intelligence Analysts
60,56,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
60,55,5,19-3091.00,Anthropologists and Archeologists
60,52,4,11-3051.04,Biomass Power Plant Managers
60,52,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
60,50,4,11-3061.00,Purchasing Managers
60,49,3,27-4012.00,Broadcast Technicians
60,49,1,53-7011.00,Conveyor Operators and Tenders
60,49,2,27-1023.00,Floral Designers
60,48,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
60,46,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
60,45,3,53-7021.00,Crane and Tower Operators
60,45,3,29-2099.01,Neurodiagnostic Technologists
60,43,3,53-6051.01,Aviation Inspectors
60,42,4,21-1094.00,Community Health Workers
60,42,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
60,39,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
59,56,5,29-1216.00,General Internal Medicine Physicians
59,56,4,13-1161.00,Market Research Analysts and Marketing Specialists
59,53,2,53-1041.00,Aircraft Cargo Handling Supervisors
59,53,1,47-2051.00,Cement Masons and Concrete Finishers
59,52,4,19-4012.01,Precision Agriculture Technicians
59,52,4,13-1199.05,Sustainability Specialists
59,51,2,51-8099.01,Biofuels Processing Technicians
59,51,4,15-1211.01,Health Informatics Specialists
59,51,5,29-1229.02,Hospitalists
59,50,3,51-8011.00,Nuclear Power Reactor Operators
59,49,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
59,48,4,11-3051.03,Biofuels Production Managers
59,47,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
59,46,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
59,46,5,29-1222.00,"Physicians, Pathologists"
59,45,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
59,45,3,17-3026.00,Industrial Engineering Technologists and Technicians
59,45,5,29-2091.00,Orthotists and Prosthetists
59,45,3,51-8012.00,Power Distributors and Dispatchers
59,45,2,51-9197.00,Tire Builders
59,44,2,47-2132.00,"Insulation Workers, Mechanical"
59,43,3,19-4013.00,Food Science Technicians
59,42,3,19-4031.00,Chemical Technicians
59,42,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
59,41,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
59,40,3,47-2111.00,Electricians
59,39,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
58,58,4,15-2099.01,Bioinformatics Technicians
58,57,4,17-2111.02,Fire-Prevention and Protection Engineers
58,56,5,17-2141.01,Fuel Cell Engineers
58,56,5,19-3051.00,Urban and Regional Planners
58,54,3,53-2021.00,Air Traffic Controllers
58,54,5,25-1031.00,"Architecture Teachers, Postsecondary"
58,52,5,19-1022.00,Microbiologists
58,51,4,15-2051.01,Business Intelligence Analysts
58,50,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
58,50,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
58,49,3,17-3011.00,Architectural and Civil Drafters
58,49,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
58,49,4,17-2072.01,Radio Frequency Identification Device Specialists
58,48,3,15-1254.00,Web Developers
58,46,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
58,45,4,11-9199.02,Compliance Managers
58,45,4,19-1031.00,Conservation Scientists
58,45,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
58,44,2,51-8013.03,Biomass Plant Technicians
58,44,2,51-3021.00,Butchers and Meat Cutters
58,44,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
58,41,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
58,40,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
58,39,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
58,38,2,51-5113.00,Print Binding and Finishing Workers
57,54,5,29-1229.05,Preventive Medicine Physicians
57,53,3,31-9091.00,Dental Assistants
57,53,2,51-4192.00,"Layout Workers, Metal and Plastic"
57,53,3,33-3021.02,Police Identification and Records Officers
57,52,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
57,49,2,49-9096.00,Riggers
57,48,3,49-3011.00,Aircraft Mechanics and Service Technicians
57,48,4,13-2023.00,Appraisers and Assessors of Real Estate
57,47,3,47-4041.00,Hazardous Materials Removal Workers
57,46,5,17-1011.00,"Architects, Except Landscape and Naval"
57,46,3,11-9071.00,Gambling Managers
57,46,4,39-9032.00,Recreation Workers
57,45,4,13-1121.00,"Meeting, Convention, and Event Planners"
57,45,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
57,45,3,17-3024.01,Robotics Technicians
57,45,4,13-1161.01,Search Marketing Strategists
57,44,4,27-2012.00,Producers and Directors
57,42,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
57,41,4,27-4032.00,Film and Video Editors
57,40,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
57,37,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
57,36,2,47-2121.00,Glaziers
57,36,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
56,57,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
56,53,4,11-9161.00,Emergency Management Directors
56,53,3,33-1011.00,First-Line Supervisors of Correctional Officers
56,52,4,17-2199.05,Mechatronics Engineers
56,52,5,11-9111.00,Medical and Health Services Managers
56,52,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
56,52,4,15-1255.01,Video Game Designers
56,51,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
56,50,5,29-1141.04,Clinical Nurse Specialists
56,50,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
56,50,1,35-9021.00,Dishwashers
56,50,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
56,48,4,13-1081.00,Logisticians
56,48,4,11-9199.01,Regulatory Affairs Managers
56,47,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
56,47,3,47-2152.04,Solar Thermal Installers and Technicians
56,46,4,17-2011.00,Aerospace Engineers
56,45,2,51-2023.00,Electromechanical Equipment Assemblers
56,45,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
56,43,1,51-9022.00,"Grinding and Polishing Workers, Hand"
56,43,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
56,43,2,11-9131.00,Postmasters and Mail Superintendents
56,43,3,41-4011.07,Solar Sales Representatives and Assessors
56,42,4,15-1299.03,Document Management Specialists
56,42,2,51-9194.00,Etchers and Engravers
56,41,2,51-7021.00,Furniture Finishers
56,41,2,47-2231.00,Solar Photovoltaic Installers
56,41,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
56,40,3,49-9041.00,Industrial Machinery Mechanics
56,38,2,51-4071.00,Foundry Mold and Coremakers
56,36,2,47-2053.00,Terrazzo Workers and Finishers
56,30,3,35-2013.00,"Cooks, Private Household"
55,59,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
55,50,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
55,50,3,49-3052.00,Motorcycle Mechanics
55,49,2,39-4021.00,Funeral Attendants
55,49,4,19-4061.00,Social Science Research Assistants
55,48,4,15-1242.00,Database Administrators
55,48,2,51-9081.00,Dental Laboratory Technicians
55,48,2,51-4052.00,"Pourers and Casters, Metal"
55,48,2,33-9099.02,Retail Loss Prevention Specialists
55,46,3,31-9099.02,Endoscopy Technicians
55,46,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
55,44,4,15-1212.00,Information Security Analysts
55,44,3,29-2052.00,Pharmacy Technicians
55,43,2,53-6031.00,Automotive and Watercraft Service Attendants
55,43,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
55,43,5,25-1082.00,"Library Science Teachers, Postsecondary"
55,43,2,47-2211.00,Sheet Metal Workers
55,41,1,47-5071.00,"Roustabouts, Oil and Gas"
55,38,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
55,38,2,53-3033.00,Light Truck Drivers
55,38,3,49-9063.00,Musical Instrument Repairers and Tuners
55,38,2,49-3092.00,Recreational Vehicle Service Technicians
55,37,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
55,36,2,37-2021.00,Pest Control Workers
55,34,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
54,57,5,19-2041.01,Climate Change Policy Analysts
54,51,3,19-4051.00,Nuclear Technicians
54,51,4,11-3031.01,Treasurers and Controllers
54,50,2,47-2072.00,Pile Driver Operators
54,50,3,29-1126.00,Respiratory Therapists
54,48,2,37-3013.00,Tree Trimmers and Pruners
54,46,5,29-1181.00,Audiologists
54,46,2,49-3021.00,Automotive Body and Related Repairers
54,46,4,21-1091.00,Health Education Specialists
54,46,2,51-5112.00,Printing Press Operators
54,45,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
54,45,3,17-3013.00,Mechanical Drafters
54,45,3,29-2033.00,Nuclear Medicine Technologists
54,45,4,11-2022.00,Sales Managers
54,44,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
54,44,2,51-2051.00,Fiberglass Laminators and Fabricators
54,44,4,13-1199.06,Online Merchants
54,43,2,43-5011.00,Cargo and Freight Agents
54,43,2,47-2171.00,Reinforcing Iron and Rebar Workers
54,41,5,29-1023.00,Orthodontists
54,40,3,51-9161.00,Computer Numerically Controlled Tool Operators
54,40,3,51-7032.00,"Patternmakers, Wood"
54,39,2,31-1121.00,Home Health Aides
54,37,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
54,37,2,43-5041.00,"Meter Readers, Utilities"
54,35,2,35-2012.00,"Cooks, Institution and Cafeteria"
54,31,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
53,49,5,11-9033.00,"Education Administrators, Postsecondary"
53,49,2,49-9044.00,Millwrights
53,48,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
53,46,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
53,45,4,15-2051.02,Clinical Data Managers
53,45,3,29-2012.00,Medical and Clinical Laboratory Technicians
53,45,3,27-4021.00,Photographers
53,44,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
53,43,2,43-3071.00,Tellers
53,41,3,49-3023.00,Automotive Service Technicians and Mechanics
53,41,4,27-1024.00,Graphic Designers
53,41,3,49-3051.00,Motorboat Mechanics and Service Technicians
53,39,5,29-1024.00,Prosthodontists
53,39,2,49-9052.00,Telecommunications Line Installers and Repairers
53,38,2,47-3016.00,Helpers--Roofers
53,37,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
53,37,3,49-2098.00,Security and Fire Alarm Systems Installers
53,36,2,49-9094.00,Locksmiths and Safe Repairers
53,33,3,51-9195.05,"Potters, Manufacturing"
53,27,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
52,58,5,15-2021.00,Mathematicians
52,51,5,29-1229.03,Urologists
52,49,2,53-7051.00,Industrial Truck and Tractor Operators
52,49,5,29-1131.00,Veterinarians
52,47,3,39-4011.00,Embalmers
52,47,5,29-1218.00,Obstetricians and Gynecologists
52,46,3,11-3012.00,Administrative Services Managers
52,46,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
52,45,2,49-9051.00,Electrical Power-Line Installers and Repairers
52,44,4,13-1151.00,Training and Development Specialists
52,43,3,53-5031.00,Ship Engineers
52,42,3,17-3029.08,Photonics Technicians
52,41,3,27-1012.00,Craft Artists
52,41,4,13-1081.02,Logistics Analysts
52,40,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
52,40,5,23-1011.00,Lawyers
52,39,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
52,39,1,51-9123.00,"Painting, Coating, and Decorating Workers"
52,39,3,33-9021.00,Private Detectives and Investigators
52,38,2,39-3092.00,Costume Attendants
52,38,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
52,37,3,27-4011.00,Audio and Video Technicians
52,37,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
52,34,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
52,30,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51,55,4,33-3031.00,Fish and Game Wardens
51,54,5,19-3094.00,Political Scientists
51,50,4,13-2052.00,Personal Financial Advisors
51,46,3,29-2081.00,"Opticians, Dispensing"
51,45,5,29-1122.00,Occupational Therapists
51,44,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
51,44,2,51-8013.00,Power Plant Operators
51,44,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
51,43,3,31-2011.00,Occupational Therapy Assistants
51,42,3,29-2034.00,Radiologic Technologists and Technicians
51,41,2,45-2011.00,Agricultural Inspectors
51,41,3,49-9092.00,Commercial Divers
51,41,4,43-9111.00,Statistical Assistants
51,40,2,53-3052.00,"Bus Drivers, Transit and Intercity"
51,39,4,25-4013.00,Museum Technicians and Conservators
51,38,4,41-9021.00,Real Estate Brokers
51,38,2,51-9141.00,Semiconductor Processing Technicians
51,37,3,49-9061.00,Camera and Photographic Equipment Repairers
51,37,3,19-4099.01,Quality Control Analysts
51,35,2,51-2022.00,Electrical and Electronic Equipment Assemblers
51,34,2,49-9011.00,Mechanical Door Repairers
50,49,5,25-9021.00,Farm and Home Management Educators
50,48,3,29-2055.00,Surgical Technologists
50,47,2,53-7041.00,Hoist and Winch Operators
50,46,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
50,46,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
50,45,2,49-9095.00,Manufactured Building and Mobile Home Installers
50,45,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
50,44,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
50,44,5,25-4012.00,Curators
50,43,5,25-1021.00,"Computer Science Teachers, Postsecondary"
50,43,3,29-2032.00,Diagnostic Medical Sonographers
50,43,2,43-5011.01,Freight Forwarders
50,42,4,13-1041.01,Environmental Compliance Inspectors
50,42,2,53-5022.00,Motorboat Operators
50,41,3,17-3027.01,Automotive Engineering Technicians
50,41,4,13-1131.00,Fundraisers
50,41,3,33-3052.00,Transit and Railroad Police
50,40,5,29-9091.00,Athletic Trainers
50,40,5,29-1081.00,Podiatrists
50,39,4,27-1021.00,Commercial and Industrial Designers
