Importance,Job Zone,Code,Occupation
84,3,45-4011.00,Forest and Conservation Workers
84,4,15-1299.02,Geographic Information Systems Technologists and Technicians
84,2,43-5052.00,Postal Service Mail Carriers
84,3,25-2011.00,"Preschool Teachers, Except Special Education"
84,3,33-9021.00,Private Detectives and Investigators
84,5,29-1024.00,Prosthodontists
84,4,29-1125.00,Recreational Therapists
84,2,53-1042.01,Recycling Coordinators
84,5,25-2051.00,"Special Education Teachers, Preschool"
83,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
83,3,53-6051.01,Aviation Inspectors
83,2,43-3011.00,Bill and Account Collectors
83,5,29-1011.00,Chiropractors
83,5,29-1141.04,Clinical Nurse Specialists
83,3,27-1012.00,Craft Artists
83,5,11-9032.00,"Education Administrators, Kindergarten through Secondary"
83,5,25-1032.00,"Engineering Teachers, Postsecondary"
83,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
83,4,27-2012.03,Media Programming Directors
83,3,49-9063.00,Musical Instrument Repairers and Tuners
83,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
83,5,19-3094.00,Political Scientists
83,3,43-3061.00,Procurement Clerks
83,4,11-2022.00,Sales Managers
83,5,19-3034.00,School Psychologists
83,2,43-2021.00,Telephone Operators
82,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
82,5,11-1011.03,Chief Sustainability Officers
82,5,21-2011.00,Clergy
82,5,11-9033.00,"Education Administrators, Postsecondary"
82,4,17-2072.00,"Electronics Engineers, Except Computer"
82,5,29-1215.00,Family Medicine Physicians
82,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
82,2,35-3041.00,"Food Servers, Nonrestaurant"
82,4,19-4092.00,Forensic Science Technicians
82,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
82,2,45-4023.00,Log Graders and Scalers
82,3,31-9011.00,Massage Therapists
82,5,29-9099.01,Midwives
82,4,27-2041.00,Music Directors and Composers
82,5,29-1299.01,Naturopathic Physicians
82,4,19-1031.03,Park Naturalists
82,3,31-9097.00,Phlebotomists
82,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
82,5,29-1229.05,Preventive Medicine Physicians
82,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
82,3,29-2055.00,Surgical Technologists
81,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
81,5,29-1181.00,Audiologists
81,5,25-1052.00,"Chemistry Teachers, Postsecondary"
81,4,11-9121.01,Clinical Research Coordinators
81,3,39-6012.00,Concierges
81,2,33-9091.00,Crossing Guards and Flaggers
81,5,25-1063.00,"Economics Teachers, Postsecondary"
81,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
81,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
81,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
81,3,51-8092.00,Gas Plant Operators
81,4,13-1071.00,Human Resources Specialists
81,5,19-3032.00,Industrial-Organizational Psychologists
81,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
81,2,39-9011.01,Nannies
81,5,29-1171.00,Nurse Practitioners
81,2,47-2142.00,Paperhangers
81,5,29-1222.00,"Physicians, Pathologists"
81,3,29-2034.00,Radiologic Technologists and Technicians
81,3,41-9022.00,Real Estate Sales Agents
81,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
81,2,53-7081.00,Refuse and Recyclable Material Collectors
81,2,43-3071.00,Tellers
81,2,43-9022.00,Word Processors and Typists
80,3,19-4012.00,Agricultural Technicians
80,5,29-1129.01,Art Therapists
80,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
80,5,25-4012.00,Curators
80,2,41-9011.00,Demonstrators and Product Promoters
80,4,21-2021.00,"Directors, Religious Activities and Education"
80,3,47-4021.00,Elevator and Escalator Installers and Repairers
80,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
80,3,11-9171.00,Funeral Home Managers
80,5,29-1216.00,General Internal Medicine Physicians
80,3,13-1041.04,Government Property Inspectors and Investigators
80,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
80,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
80,3,11-3051.06,Hydroelectric Production Managers
80,4,17-2112.00,Industrial Engineers
80,2,47-2132.00,"Insulation Workers, Mechanical"
80,5,23-1011.00,Lawyers
80,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
80,4,15-1244.00,Network and Computer Systems Administrators
80,3,29-2099.01,Neurodiagnostic Technologists
80,3,31-1131.00,Nursing Assistants
80,2,31-1122.00,Personal Care Aides
80,3,31-2021.00,Physical Therapist Assistants
80,4,19-1031.02,Range Managers
80,5,29-1127.00,Speech-Language Pathologists
80,3,29-9093.00,Surgical Assistants
80,4,27-3042.00,Technical Writers
80,5,29-1131.00,Veterinarians
80,4,17-2199.10,Wind Energy Engineers
79,5,25-2059.01,Adapted Physical Education Specialists
79,4,41-3011.00,Advertising Sales Agents
79,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
79,2,39-2011.00,Animal Trainers
79,2,53-3052.00,"Bus Drivers, Transit and Intercity"
79,5,19-3033.00,Clinical and Counseling Psychologists
79,3,13-1041.06,Coroners
79,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
79,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
79,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
79,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
79,3,43-4061.00,"Eligibility Interviewers, Government Programs"
79,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
79,5,19-3011.01,Environmental Economists
79,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
79,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
79,2,53-7041.00,Hoist and Winch Operators
79,2,31-1121.00,Home Health Aides
79,5,25-4022.00,Librarians and Media Collections Specialists
79,3,51-4041.00,Machinists
79,1,37-2012.00,Maids and Housekeeping Cleaners
79,5,15-2021.00,Mathematicians
79,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
79,3,49-3052.00,Motorcycle Mechanics
79,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
79,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
79,2,43-3051.00,Payroll and Timekeeping Clerks
79,5,29-1081.00,Podiatrists
79,4,43-9081.00,Proofreaders and Copy Markers
79,3,53-5031.00,Ship Engineers
79,4,25-2057.00,"Special Education Teachers, Middle School"
79,3,51-4111.00,Tool and Die Makers
79,3,53-6041.00,Traffic Technicians
78,3,11-3012.00,Administrative Services Managers
78,2,39-2021.00,Animal Caretakers
78,2,49-3091.00,Bicycle Repairers
78,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
78,2,53-7061.00,Cleaners of Vehicles and Equipment
78,3,51-9162.00,Computer Numerically Controlled Tool Programmers
78,3,15-1232.00,Computer User Support Specialists
78,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
78,2,51-9081.00,Dental Laboratory Technicians
78,5,19-3011.00,Economists
78,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
78,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
78,3,33-1011.00,First-Line Supervisors of Correctional Officers
78,5,13-1111.00,Management Analysts
78,2,49-9011.00,Mechanical Door Repairers
78,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
78,3,49-3051.00,Motorboat Mechanics and Service Technicians
78,5,11-9121.00,Natural Sciences Managers
78,5,15-2031.00,Operations Research Analysts
78,5,19-2012.00,Physicists
78,5,29-1223.00,Psychiatrists
78,4,11-3051.01,Quality Control Systems Managers
78,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
78,4,29-1141.00,Registered Nurses
78,4,21-1093.00,Social and Human Service Assistants
78,5,25-9044.00,"Teaching Assistants, Postsecondary"
78,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
78,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
78,3,33-3052.00,Transit and Railroad Police
78,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
77,2,49-3022.00,Automotive Glass Installers and Repairers
77,3,49-2091.00,Avionics Technicians
77,5,15-2041.01,Biostatisticians
77,3,29-2031.00,Cardiovascular Technologists and Technicians
77,2,43-5011.00,Cargo and Freight Agents
77,4,11-9199.02,Compliance Managers
77,1,53-7011.00,Conveyor Operators and Tenders
77,2,43-4021.00,Correspondence Clerks
77,4,29-1141.03,Critical Care Nurses
77,4,15-1242.00,Database Administrators
77,4,25-2021.00,"Elementary School Teachers, Except Special Education"
77,3,47-4011.01,Energy Auditors
77,3,19-4071.00,Forest and Conservation Technicians
77,4,19-1032.00,Foresters
77,5,21-1022.00,Healthcare Social Workers
77,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
77,4,33-3021.06,Intelligence Analysts
77,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
77,1,51-6011.00,Laundry and Dry-Cleaning Workers
77,3,31-9094.00,Medical Transcriptionists
77,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
77,5,29-1023.00,Orthodontists
77,2,11-9131.00,Postmasters and Mail Superintendents
77,3,43-5061.00,"Production, Planning, and Expediting Clerks"
77,3,19-4099.01,Quality Control Analysts
77,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
77,2,51-6041.00,Shoe and Leather Workers and Repairers
77,4,11-9151.00,Social and Community Service Managers
77,5,29-1229.06,Sports Medicine Physicians
77,3,47-2022.00,Stonemasons
77,4,27-2012.04,Talent Directors
77,4,13-1151.00,Training and Development Specialists
77,4,11-3031.01,Treasurers and Controllers
77,2,53-7073.00,Wellhead Pumpers
76,4,11-2011.00,Advertising and Promotions Managers
76,2,53-1041.00,Aircraft Cargo Handling Supervisors
76,5,29-1211.00,Anesthesiologists
76,4,13-2023.00,Appraisers and Assessors of Real Estate
76,4,13-2031.00,Budget Analysts
76,1,35-9021.00,Dishwashers
76,2,53-3031.00,Driver/Sales Workers
76,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
76,4,13-1041.03,Equal Opportunity Representatives and Officers
76,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
76,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
76,4,17-2111.02,Fire-Prevention and Protection Engineers
76,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
76,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
76,3,19-4013.00,Food Science Technicians
76,5,19-3092.00,Geographers
76,5,29-1229.02,Hospitalists
76,4,11-3051.00,Industrial Production Managers
76,2,43-9041.00,Insurance Claims and Policy Processing Clerks
76,3,43-6012.00,Legal Secretaries and Administrative Assistants
76,3,25-4031.00,Library Technicians
76,3,49-9043.00,"Maintenance Workers, Machinery"
76,4,13-1161.00,Market Research Analysts and Marketing Specialists
76,5,21-1013.00,Marriage and Family Therapists
76,5,19-2032.00,Materials Scientists
76,3,51-4061.00,"Model Makers, Metal and Plastic"
76,4,29-1129.02,Music Therapists
76,5,29-1122.00,Occupational Therapists
76,5,29-1241.00,"Ophthalmologists, Except Pediatric"
76,5,29-1041.00,Optometrists
76,3,29-2099.08,Patient Representatives
76,5,25-1054.00,"Physics Teachers, Postsecondary"
76,3,51-5111.00,Prepress Technicians and Workers
76,2,51-5113.00,Print Binding and Finishing Workers
76,3,29-2053.00,Psychiatric Technicians
76,2,47-2171.00,Reinforcing Iron and Rebar Workers
76,2,33-9099.02,Retail Loss Prevention Specialists
76,3,17-3024.01,Robotics Technicians
76,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
76,2,51-6051.00,"Sewers, Hand"
76,4,25-2058.00,"Special Education Teachers, Secondary School"
76,2,51-2061.00,Timing Device Assemblers and Adjusters
76,2,49-3093.00,Tire Repairers and Changers
76,4,25-3041.00,Tutors
75,5,19-1011.00,Animal Scientists
75,3,17-3011.00,Architectural and Civil Drafters
75,5,11-9041.00,Architectural and Engineering Managers
75,5,19-1021.00,Biochemists and Biophysicists
75,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
75,2,47-2041.00,Carpet Installers
75,2,41-2011.00,Cashiers
75,4,21-1021.00,"Child, Family, and School Social Workers"
75,2,39-9011.00,Childcare Workers
75,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
75,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
75,5,15-1221.00,Computer and Information Research Scientists
75,4,15-1231.00,Computer Network Support Specialists
75,4,13-2071.00,Credit Counselors
75,2,43-4051.00,Customer Service Representatives
75,3,31-9099.02,Endoscopy Technicians
75,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
75,1,45-3031.00,Fishing and Hunting Workers
75,4,11-1021.00,General and Operations Managers
75,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
75,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
75,2,49-9031.00,Home Appliance Repairers
75,2,49-9094.00,Locksmiths and Safe Repairers
75,3,49-9071.00,"Maintenance and Repair Workers, General"
75,4,13-1121.00,"Meeting, Convention, and Event Planners"
75,2,39-3021.00,Motion Picture Projectionists
75,2,53-5022.00,Motorboat Operators
75,4,13-1199.06,Online Merchants
75,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
75,3,33-3051.00,Police and Sheriff's Patrol Officers
75,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
75,2,31-1133.00,Psychiatric Aides
75,4,11-3061.00,Purchasing Managers
75,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
75,4,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
75,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
75,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
75,3,11-9179.02,Spa Managers
75,2,53-4041.00,Subway and Streetcar Operators
75,4,13-1199.05,Sustainability Specialists
74,5,29-1291.00,Acupuncturists
74,3,29-1141.01,Acute Care Nurses
74,5,19-3091.00,Anthropologists and Archeologists
74,4,27-1011.00,Art Directors
74,5,29-9091.00,Athletic Trainers
74,2,43-3021.00,Billing and Posting Clerks
74,2,47-2021.00,Brickmasons and Blockmasons
74,3,43-4011.00,Brokerage Clerks
74,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
74,2,43-4071.00,File Clerks
74,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
74,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
74,1,47-2043.00,Floor Sanders and Finishers
74,2,41-2012.00,Gambling Change Persons and Booth Cashiers
74,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
74,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
74,2,51-4192.00,"Layout Workers, Metal and Plastic"
74,3,43-4131.00,Loan Interviewers and Clerks
74,4,17-2121.00,Marine Engineers and Naval Architects
74,4,17-2141.00,Mechanical Engineers
74,4,29-2011.00,Medical and Clinical Laboratory Technologists
74,5,11-9111.00,Medical and Health Services Managers
74,3,49-9062.00,Medical Equipment Repairers
74,5,21-1023.00,Mental Health and Substance Abuse Social Workers
74,5,21-1014.00,Mental Health Counselors
74,3,27-1026.00,Merchandise Displayers and Window Trimmers
74,5,17-2199.09,Nanosystems Engineers
74,5,29-1161.00,Nurse Midwives
74,5,29-1221.00,"Pediatricians, General"
74,2,37-2021.00,Pest Control Workers
74,2,31-2022.00,Physical Therapist Aides
74,3,33-3021.02,Police Identification and Records Officers
74,2,43-5051.00,Postal Service Clerks
74,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
74,2,53-4031.00,Railroad Conductors and Yardmasters
74,2,43-4171.00,Receptionists and Information Clerks
74,2,49-3092.00,Recreational Vehicle Service Technicians
74,1,47-5051.00,"Rock Splitters, Quarry"
74,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
74,2,51-6042.00,Shoe Machine Operators and Tenders
74,2,49-9052.00,Telecommunications Line Installers and Repairers
74,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
73,2,27-2011.00,Actors
73,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
73,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
73,2,49-3021.00,Automotive Body and Related Repairers
73,4,11-3051.04,Biomass Power Plant Managers
73,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
73,4,15-2051.01,Business Intelligence Analysts
73,4,15-1299.08,Computer Systems Engineers/Architects
73,2,35-2012.00,"Cooks, Institution and Cafeteria"
73,2,33-3012.00,Correctional Officers and Jailers
73,4,13-1051.00,Cost Estimators
73,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
73,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
73,3,33-3021.00,Detectives and Criminal Investigators
73,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
73,3,17-3012.00,Electrical and Electronics Drafters
73,2,51-2031.00,Engine and Other Machine Assemblers
73,5,19-1041.00,Epidemiologists
73,3,51-6092.00,Fabric and Apparel Patternmakers
73,1,35-3023.00,Fast Food and Counter Workers
73,2,51-2051.00,Fiberglass Laminators and Fabricators
73,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
73,2,11-9051.00,Food Service Managers
73,3,11-9071.00,Gambling Managers
73,5,29-9092.00,Genetic Counselors
73,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
73,3,51-8013.04,Hydroelectric Plant Technicians
73,3,17-3026.00,Industrial Engineering Technologists and Technicians
73,4,13-1075.00,Labor Relations Specialists
73,2,43-4121.00,"Library Assistants, Clerical"
73,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
73,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
73,4,25-4013.00,Museum Technicians and Conservators
73,5,29-2091.00,Orthotists and Prosthetists
73,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
73,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
73,3,51-4062.00,"Patternmakers, Metal and Plastic"
73,5,29-1224.00,Radiologists
73,2,51-3023.00,Slaughterers and Meat Packers
73,5,19-1013.00,Soil and Plant Scientists
73,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
73,3,39-7011.00,Tour Guides and Escorts
73,4,17-2112.02,Validation Engineers
73,5,19-1023.00,Zoologists and Wildlife Biologists
72,3,53-2022.00,Airfield Operations Specialists
72,2,45-2021.00,Animal Breeders
72,3,39-5011.00,Barbers
72,2,47-2031.00,Carpenters
72,3,35-1011.00,Chefs and Head Cooks
72,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
72,4,19-1031.00,Conservation Scientists
72,2,47-5041.00,Continuous Mining Machine Operators
72,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
72,4,11-9161.00,Emergency Management Directors
72,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
72,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
72,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
72,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
72,4,11-9179.01,Fitness and Wellness Coordinators
72,2,27-1023.00,Floral Designers
72,3,51-9071.06,Gem and Diamond Workers
72,5,19-1029.03,Geneticists
72,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
72,4,27-1024.00,Graphic Designers
72,2,47-3013.00,Helpers--Electricians
72,4,15-1212.00,Information Security Analysts
72,4,15-1299.09,Information Technology Project Managers
72,3,13-1032.00,"Insurance Appraisers, Auto Damage"
72,3,29-2035.00,Magnetic Resonance Imaging Technologists
72,4,11-2021.00,Marketing Managers
72,4,17-2131.00,Materials Engineers
72,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
72,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
72,2,43-6013.00,Medical Secretaries and Administrative Assistants
72,2,43-5041.00,"Meter Readers, Utilities"
72,3,31-2011.00,Occupational Therapy Assistants
72,2,43-9061.00,"Office Clerks, General"
72,5,29-1071.00,Physician Assistants
72,4,27-3031.00,Public Relations Specialists
72,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
72,2,47-5013.00,"Service Unit Operators, Oil and Gas"
72,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
72,4,43-9111.00,Statistical Assistants
72,3,17-3031.00,Surveying and Mapping Technicians
72,3,49-9064.00,Watch and Clock Repairers
71,3,49-3011.00,Aircraft Mechanics and Service Technicians
71,4,11-3051.03,Biofuels Production Managers
71,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
71,3,53-2012.00,Commercial Pilots
71,3,47-4011.00,Construction and Building Inspectors
71,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
71,2,43-5021.00,Couriers and Messengers
71,3,27-2031.00,Dancers
71,3,31-9091.00,Dental Assistants
71,5,29-1031.00,Dietitians and Nutritionists
71,4,29-1128.00,Exercise Physiologists
71,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
71,3,33-1012.00,First-Line Supervisors of Police and Detectives
71,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
71,5,17-2141.01,Fuel Cell Engineers
71,4,15-1211.01,Health Informatics Specialists
71,3,49-9041.00,Industrial Machinery Mechanics
71,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
71,1,45-4022.00,Logging Equipment Operators
71,4,11-9199.08,Loss Prevention Managers
71,3,43-4141.00,New Accounts Clerks
71,2,17-3029.01,Non-Destructive Testing Specialists
71,5,29-1299.02,Orthoptists
71,2,53-6061.00,Passenger Attendants
71,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
71,2,51-4052.00,"Pourers and Casters, Metal"
71,2,51-8013.00,Power Plant Operators
71,4,19-4012.01,Precision Agriculture Technicians
71,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
71,5,19-2099.01,Remote Sensing Scientists and Technologists
71,3,25-3021.00,Self-Enrichment Teachers
71,5,15-2041.00,Statisticians
