Importance,Job Zone,Code,Occupation
78,3,25-2011.00,"Preschool Teachers, Except Special Education"
78,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
78,4,11-2022.00,Sales Managers
78,5,25-1113.00,"Social Work Teachers, Postsecondary"
78,5,25-2051.00,"Special Education Teachers, Preschool"
77,2,27-2011.00,Actors
77,2,33-9011.00,Animal Control Workers
77,5,11-9041.00,Architectural and Engineering Managers
77,5,25-1031.00,"Architecture Teachers, Postsecondary"
77,2,49-3091.00,Bicycle Repairers
77,4,11-3051.03,Biofuels Production Managers
77,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
77,2,39-3092.00,Costume Attendants
77,5,25-4012.00,Curators
77,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
77,5,19-3011.01,Environmental Economists
77,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
77,5,25-1082.00,"Library Science Teachers, Postsecondary"
77,4,11-9081.00,Lodging Managers
77,4,13-1121.00,"Meeting, Convention, and Event Planners"
77,3,27-1026.00,Merchandise Displayers and Window Trimmers
77,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
77,5,25-1066.00,"Psychology Teachers, Postsecondary"
77,5,19-2099.01,Remote Sensing Scientists and Technologists
77,5,19-3041.00,Sociologists
77,3,47-2152.04,Solar Thermal Installers and Technicians
77,5,29-1229.03,Urologists
76,4,17-2021.00,Agricultural Engineers
76,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
76,5,25-1011.00,"Business Teachers, Postsecondary"
76,3,49-9092.00,Commercial Divers
76,4,21-2021.00,"Directors, Religious Activities and Education"
76,4,25-2021.00,"Elementary School Teachers, Except Special Education"
76,3,17-3013.00,Mechanical Drafters
76,4,25-4013.00,Museum Technicians and Conservators
76,5,29-2091.00,Orthotists and Prosthetists
76,2,53-1042.01,Recycling Coordinators
76,3,11-9179.02,Spa Managers
76,3,39-7012.00,Travel Guides
75,5,29-1141.02,Advanced Practice Psychiatric Nurses
75,4,11-2011.00,Advertising and Promotions Managers
75,5,21-2011.00,Clergy
75,4,15-1251.00,Computer Programmers
75,3,43-9031.00,Desktop Publishers
75,4,27-3041.00,Editors
75,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
75,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
75,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
75,4,19-1012.00,Food Scientists and Technologists
75,2,47-2132.00,"Insulation Workers, Mechanical"
75,3,49-9043.00,"Maintenance Workers, Machinery"
75,3,51-7031.00,"Model Makers, Wood"
75,4,17-2199.07,Photonics Engineers
75,4,13-1161.01,Search Marketing Strategists
75,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
75,2,51-6051.00,"Sewers, Hand"
75,4,13-1199.05,Sustainability Specialists
75,3,51-4111.00,Tool and Die Makers
75,4,15-1299.01,Web Administrators
75,4,17-2199.10,Wind Energy Engineers
74,4,17-2011.00,Aerospace Engineers
74,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
74,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
74,4,27-1021.00,Commercial and Industrial Designers
74,4,15-1243.01,Data Warehousing Specialists
74,5,11-9033.00,"Education Administrators, Postsecondary"
74,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
74,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
74,5,13-2099.01,Financial Quantitative Analysts
74,5,19-1029.03,Geneticists
74,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
74,4,17-2112.00,Industrial Engineers
74,3,49-9041.00,Industrial Machinery Mechanics
74,5,25-4022.00,Librarians and Media Collections Specialists
74,3,49-9071.00,"Maintenance and Repair Workers, General"
74,5,19-1029.02,Molecular and Cellular Biologists
74,4,15-1244.00,Network and Computer Systems Administrators
74,5,29-1022.00,Oral and Maxillofacial Surgeons
74,4,39-9032.00,Recreation Workers
74,4,13-1151.00,Training and Development Specialists
74,4,19-3099.01,Transportation Planners
73,3,19-4012.00,Agricultural Technicians
73,5,15-1221.00,Computer and Information Research Scientists
73,3,27-2031.00,Dancers
73,4,15-1243.00,Database Architects
73,5,19-3011.00,Economists
73,3,47-4021.00,Elevator and Escalator Installers and Repairers
73,5,25-9021.00,Farm and Home Management Educators
73,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
73,4,13-1075.00,Labor Relations Specialists
73,4,17-2112.03,Manufacturing Engineers
73,2,53-5022.00,Motorboat Operators
73,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
73,4,27-2012.00,Producers and Directors
73,4,41-9021.00,Real Estate Brokers
73,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
73,4,11-3071.04,Supply Chain Managers
73,3,15-1254.00,Web Developers
72,5,17-1011.00,"Architects, Except Landscape and Naval"
72,3,17-3027.01,Automotive Engineering Technicians
72,4,17-2141.02,Automotive Engineers
72,4,15-1241.00,Computer Network Architects
72,4,15-1231.00,Computer Network Support Specialists
72,3,35-2013.00,"Cooks, Private Household"
72,2,27-1023.00,Floral Designers
72,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
72,5,19-2041.03,Industrial Ecologists
72,2,49-9094.00,Locksmiths and Safe Repairers
72,3,51-4041.00,Machinists
72,5,11-9111.00,Medical and Health Services Managers
72,5,29-1122.00,Occupational Therapists
72,5,29-1229.04,Physical Medicine and Rehabilitation Physicians
72,3,43-3061.00,Procurement Clerks
72,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
72,3,39-5094.00,Skincare Specialists
72,4,11-9151.00,Social and Community Service Managers
71,3,11-3012.00,Administrative Services Managers
71,2,53-1041.00,Aircraft Cargo Handling Supervisors
71,5,29-9091.00,Athletic Trainers
71,3,27-4011.00,Audio and Video Technicians
71,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
71,4,17-1021.00,Cartographers and Photogrammetrists
71,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
71,2,51-2031.00,Engine and Other Machine Assemblers
71,4,11-9179.01,Fitness and Wellness Coordinators
71,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
71,4,13-1161.00,Market Research Analysts and Marketing Specialists
71,3,51-9082.00,Medical Appliance Technicians
71,3,31-2011.00,Occupational Therapy Assistants
71,4,13-1199.06,Online Merchants
71,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
71,2,47-2141.00,"Painters, Construction and Maintenance"
71,5,25-1054.00,"Physics Teachers, Postsecondary"
71,3,51-5111.00,Prepress Technicians and Workers
71,4,11-3051.01,Quality Control Systems Managers
71,3,29-1126.00,Respiratory Therapists
71,3,25-3021.00,Self-Enrichment Teachers
71,5,29-1229.06,Sports Medicine Physicians
70,4,41-3011.00,Advertising Sales Agents
70,2,39-2011.00,Animal Trainers
70,3,17-3011.00,Architectural and Civil Drafters
70,5,25-1063.00,"Economics Teachers, Postsecondary"
70,5,19-1041.00,Epidemiologists
70,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
70,4,17-2121.00,Marine Engineers and Naval Architects
70,5,21-1013.00,Marriage and Family Therapists
70,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
70,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
70,5,29-1299.01,Naturopathic Physicians
70,3,31-1131.00,Nursing Assistants
70,5,29-1218.00,Obstetricians and Gynecologists
70,2,47-2142.00,Paperhangers
70,2,31-1133.00,Psychiatric Aides
70,4,27-3031.00,Public Relations Specialists
70,4,21-1015.00,Rehabilitation Counselors
70,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
70,3,49-2098.00,Security and Fire Alarm Systems Installers
70,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
70,5,29-1131.00,Veterinarians
69,2,39-9011.00,Childcare Workers
69,5,29-1011.00,Chiropractors
69,3,17-3022.00,Civil Engineering Technologists and Technicians
69,4,15-1242.00,Database Administrators
69,5,29-1213.00,Dermatologists
69,4,11-9161.00,Emergency Management Directors
69,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
69,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
69,4,33-3031.00,Fish and Game Wardens
69,4,19-4092.00,Forensic Science Technicians
69,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
69,2,51-7021.00,Furniture Finishers
69,4,13-1071.00,Human Resources Specialists
69,3,51-8013.04,Hydroelectric Plant Technicians
69,3,17-3026.00,Industrial Engineering Technologists and Technicians
69,4,11-3051.00,Industrial Production Managers
69,4,33-3021.06,Intelligence Analysts
69,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
69,5,29-1217.00,Neurologists
69,4,17-2171.00,Petroleum Engineers
69,3,31-2021.00,Physical Therapist Assistants
69,5,29-1123.00,Physical Therapists
69,2,11-9131.00,Postmasters and Mail Superintendents
69,4,19-1031.02,Range Managers
69,4,19-4099.03,Remote Sensing Technicians
69,2,47-2181.00,Roofers
69,2,47-2211.00,Sheet Metal Workers
69,5,19-1013.00,Soil and Plant Scientists
69,4,25-2058.00,"Special Education Teachers, Secondary School"
69,3,29-2055.00,Surgical Technologists
69,3,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
69,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
68,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
68,5,19-3091.00,Anthropologists and Archeologists
68,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
68,4,15-2099.01,Bioinformatics Technicians
68,4,27-3011.00,Broadcast Announcers and Radio Disc Jockeys
68,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
68,4,11-3021.00,Computer and Information Systems Managers
68,4,15-1211.00,Computer Systems Analysts
68,3,33-3021.00,Detectives and Criminal Investigators
68,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
68,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
68,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
68,3,11-9071.00,Gambling Managers
68,3,51-8092.00,Gas Plant Operators
68,4,15-1212.00,Information Security Analysts
68,4,15-1299.09,Information Technology Project Managers
68,4,13-1081.01,Logistics Engineers
68,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
68,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
68,5,29-1241.00,"Ophthalmologists, Except Pediatric"
68,4,19-1031.03,Park Naturalists
68,3,27-4021.00,Photographers
68,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
68,5,29-1081.00,Podiatrists
68,3,29-2034.00,Radiologic Technologists and Technicians
68,2,49-9096.00,Riggers
68,4,41-9031.00,Sales Engineers
68,5,25-1067.00,"Sociology Teachers, Postsecondary"
68,4,17-2199.11,Solar Energy Systems Engineers
68,5,29-1127.00,Speech-Language Pathologists
68,4,11-3031.01,Treasurers and Controllers
67,3,49-2091.00,Avionics Technicians
67,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
67,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
67,4,11-9121.01,Clinical Research Coordinators
67,4,11-9199.02,Compliance Managers
67,2,35-2014.00,"Cooks, Restaurant"
67,2,51-9081.00,Dental Laboratory Technicians
67,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
67,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
67,3,39-4011.00,Embalmers
67,3,33-2011.00,Firefighters
67,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
67,3,11-3051.06,Hydroelectric Production Managers
67,5,25-1112.00,"Law Teachers, Postsecondary"
67,5,11-9121.00,Natural Sciences Managers
67,3,29-2081.00,"Opticians, Dispensing"
67,5,29-1023.00,Orthodontists
67,3,51-7032.00,"Patternmakers, Wood"
67,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
67,4,11-3061.00,Purchasing Managers
67,3,29-1124.00,Radiation Therapists
67,2,47-2171.00,Reinforcing Iron and Rebar Workers
67,2,33-9099.02,Retail Loss Prevention Specialists
67,3,17-3024.01,Robotics Technicians
67,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
67,3,47-1011.03,Solar Energy Installation Managers
67,3,29-9093.00,Surgical Assistants
67,4,11-3131.00,Training and Development Managers
67,2,43-9022.00,Word Processors and Typists
66,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
66,5,29-1181.00,Audiologists
66,4,19-4021.00,Biological Technicians
66,2,47-2031.00,Carpenters
66,5,19-3033.00,Clinical and Counseling Psychologists
66,4,11-3111.00,Compensation and Benefits Managers
66,2,43-4021.00,Correspondence Clerks
66,3,27-3092.00,Court Reporters and Simultaneous Captioners
66,3,29-2032.00,Diagnostic Medical Sonographers
66,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
66,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
66,3,17-3012.00,Electrical and Electronics Drafters
66,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
66,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
66,2,35-3041.00,"Food Servers, Nonrestaurant"
66,4,11-1021.00,General and Operations Managers
66,5,19-3092.00,Geographers
66,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
66,3,47-4041.00,Hazardous Materials Removal Workers
66,5,19-2043.00,Hydrologists
66,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
66,2,51-4192.00,"Layout Workers, Metal and Plastic"
66,4,13-1081.00,Logisticians
66,3,31-9011.00,Massage Therapists
66,2,49-9011.00,Mechanical Door Repairers
66,2,31-9093.00,Medical Equipment Preparers
66,2,49-9044.00,Millwrights
66,4,27-3023.00,"News Analysts, Reporters, and Journalists"
66,4,19-5011.00,Occupational Health and Safety Specialists
66,2,47-2151.00,Pipelayers
66,3,33-9021.00,Private Detectives and Investigators
66,5,29-1223.00,Psychiatrists
66,2,49-3043.00,Rail Car Repairers
65,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
65,4,19-2021.00,Atmospheric and Space Scientists
65,2,35-3011.00,Bartenders
65,2,53-7061.00,Cleaners of Vehicles and Equipment
65,3,51-9162.00,Computer Numerically Controlled Tool Programmers
65,4,13-1051.00,Cost Estimators
65,5,25-1081.00,"Education Teachers, Postsecondary"
65,3,47-2111.00,Electricians
65,4,17-2111.02,Fire-Prevention and Protection Engineers
65,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
65,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
65,1,45-3031.00,Fishing and Hunting Workers
65,2,11-9051.00,Food Service Managers
65,5,29-1216.00,General Internal Medicine Physicians
65,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
65,5,25-1071.00,"Health Specialties Teachers, Postsecondary"
65,4,11-3121.00,Human Resources Managers
65,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
65,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
65,3,31-9092.00,Medical Assistants
65,3,31-9097.00,Phlebotomists
65,3,33-3021.02,Police Identification and Records Officers
65,5,19-3094.00,Political Scientists
65,5,29-1229.05,Preventive Medicine Physicians
65,3,53-5031.00,Ship Engineers
65,4,21-1093.00,Social and Human Service Assistants
65,5,15-2041.00,Statisticians
65,2,49-9052.00,Telecommunications Line Installers and Repairers
65,2,49-3093.00,Tire Repairers and Changers
65,3,53-6041.00,Traffic Technicians
65,4,17-2051.01,Transportation Engineers
65,4,11-9121.02,Water Resource Specialists
65,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
64,2,47-2021.00,Brickmasons and Blockmasons
64,4,19-2031.00,Chemists
64,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
64,4,29-1141.03,Critical Care Nurses
64,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
64,4,17-2071.00,Electrical Engineers
64,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
64,3,31-9099.02,Endoscopy Technicians
64,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
64,3,33-2021.00,Fire Inspectors and Investigators
64,3,33-1012.00,First-Line Supervisors of Police and Detectives
64,5,21-1022.00,Healthcare Social Workers
64,3,29-2092.00,Hearing Aid Specialists
64,5,17-2112.01,Human Factors Engineers and Ergonomists
64,5,29-9099.01,Midwives
64,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
64,3,49-3051.00,Motorboat Mechanics and Service Technicians
64,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
64,3,29-2033.00,Nuclear Medicine Technologists
64,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
64,3,17-3029.08,Photonics Technicians
64,4,19-4012.01,Precision Agriculture Technicians
64,2,53-7081.00,Refuse and Recyclable Material Collectors
64,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
64,3,39-9041.00,Residential Advisors
64,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
64,4,27-1014.00,Special Effects Artists and Animators
64,3,47-2022.00,Stonemasons
64,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
64,5,25-9044.00,"Teaching Assistants, Postsecondary"
64,2,51-2092.00,Team Assemblers
64,4,27-3042.00,Technical Writers
64,4,53-6051.00,Transportation Inspectors
64,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
63,3,29-1141.01,Acute Care Nurses
63,2,43-3011.00,Bill and Account Collectors
63,4,11-3051.04,Biomass Power Plant Managers
63,3,47-2011.00,Boilermakers
63,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
63,3,49-9061.00,Camera and Photographic Equipment Repairers
63,3,51-9161.00,Computer Numerically Controlled Tool Operators
63,3,31-9091.00,Dental Assistants
63,1,47-5011.00,"Derrick Operators, Oil and Gas"
63,2,49-9051.00,Electrical Power-Line Installers and Repairers
63,2,51-9194.00,Etchers and Engravers
63,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
63,3,29-2035.00,Magnetic Resonance Imaging Technologists
63,2,39-9011.01,Nannies
63,5,29-1151.00,Nurse Anesthetists
63,5,29-1224.00,Radiologists
63,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
63,5,19-3034.00,School Psychologists
63,4,15-1253.00,Software Quality Assurance Analysts and Testers
63,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
63,5,19-3051.00,Urban and Regional Planners
62,3,49-3011.00,Aircraft Mechanics and Service Technicians
62,3,49-2097.00,Audiovisual Equipment Installers and Repairers
62,3,39-5011.00,Barbers
62,4,15-2051.01,Business Intelligence Analysts
62,2,47-2041.00,Carpet Installers
62,2,41-2011.00,Cashiers
62,3,19-4031.00,Chemical Technicians
62,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
62,5,19-2041.01,Climate Change Policy Analysts
62,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
62,4,19-1031.00,Conservation Scientists
62,2,35-2012.00,"Cooks, Institution and Cafeteria"
62,4,13-2071.00,Credit Counselors
62,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
62,2,47-4031.00,Fence Erectors
62,3,33-1011.00,First-Line Supervisors of Correctional Officers
62,5,19-3093.00,Historians
62,3,43-4111.00,"Interviewers, Except Eligibility and Loan"
62,3,25-4031.00,Library Technicians
62,3,17-3027.00,Mechanical Engineering Technologists and Technicians
62,3,49-9062.00,Medical Equipment Repairers
62,5,29-1161.00,Nurse Midwives
62,5,29-1171.00,Nurse Practitioners
62,5,29-1041.00,Optometrists
62,3,29-2099.08,Patient Representatives
62,2,31-1122.00,Personal Care Aides
62,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
62,4,29-1141.00,Registered Nurses
62,3,15-1241.01,Telecommunications Engineering Specialists
62,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
62,4,17-2051.02,Water/Wastewater Engineers
62,2,53-7073.00,Wellhead Pumpers
62,4,11-9199.10,Wind Energy Development Managers
62,3,11-9199.09,Wind Energy Operations Managers
61,5,15-2041.01,Biostatisticians
61,3,27-4012.00,Broadcast Technicians
61,4,17-2051.00,Civil Engineers
61,4,27-2022.00,Coaches and Scouts
61,5,19-2041.02,Environmental Restoration Planners
61,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
61,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
61,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
61,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
61,2,47-2121.00,Glaziers
61,3,13-1041.04,Government Property Inspectors and Investigators
61,4,27-3091.00,Interpreters and Translators
61,5,21-1023.00,Mental Health and Substance Abuse Social Workers
61,5,21-1014.00,Mental Health Counselors
61,3,49-3052.00,Motorcycle Mechanics
61,2,33-3041.00,Parking Enforcement Workers
61,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
61,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
61,2,43-4171.00,Receptionists and Information Clerks
61,4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
61,3,27-4014.00,Sound Engineering Technicians
61,3,51-2041.00,Structural Metal Fabricators and Fitters
61,5,19-3022.00,Survey Researchers
61,2,51-6093.00,Upholsterers
61,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
60,5,29-1291.00,Acupuncturists
60,3,53-2021.00,Air Traffic Controllers
60,3,15-1232.00,Computer User Support Specialists
60,2,47-5041.00,Continuous Mining Machine Operators
60,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
60,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
60,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
60,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
60,3,45-4011.00,Forest and Conservation Workers
60,2,43-5011.01,Freight Forwarders
60,4,13-1131.00,Fundraisers
60,3,49-9063.00,Musical Instrument Repairers and Tuners
60,3,29-2099.01,Neurodiagnostic Technologists
60,2,31-2022.00,Physical Therapist Aides
60,3,51-8021.00,Stationary Engineers and Boiler Operators
60,2,47-2221.00,Structural Iron and Steel Workers
60,2,43-2021.00,Telephone Operators
60,4,25-3041.00,Tutors
59,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
59,5,29-1211.00,Anesthesiologists
59,2,49-3022.00,Automotive Glass Installers and Repairers
59,2,43-3021.00,Billing and Posting Clerks
59,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
59,3,43-4011.00,Brokerage Clerks
59,4,13-1199.04,Business Continuity Planners
59,3,27-4031.00,"Camera Operators, Television, Video, and Film"
59,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels"
59,3,13-1041.00,Compliance Officers
59,2,47-2081.00,Drywall and Ceiling Tile Installers
59,3,47-4011.01,Energy Auditors
59,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
